1 -0.401568005874794 -0.139034657366536 expMixture
2 0.307899227735927 -0.357540683059979 expMixture
3 -0.00169022591544116 -0.0933680483743268 expMixture
4 -0.773530217615314 -0.294339386091329 expMixture
1 -0.401568005874794 -0.139034657366536 blocks
2 0.307899227735927 -0.357540683059979 blocks
3 -0.00169022591544116 -0.0933680483743268 blocks
4 -0.773530217615314 -0.294339386091329 blocks
1 -0.401568005874794 -0.139034657366536 percolation
2 0.307899227735927 -0.357540683059979 percolation
3 -0.00169022591544116 -0.0933680483743268 percolation
4 -0.773530217615314 -0.294339386091329 percolation
