totalPop1975;maxPop1975;minPop1975;moran1975;avgDist1975;entropy1975;alpha1975;alphaRSquared1975;totalPop1990;maxPop1990;minPop1990;moran1990;avgDist1990;entropy1990;alpha1990;alphaRSquared1990;urbFromScratch1990;totalPop2000;maxPop2000;minPop2000;moran2000;avgDist2000;entropy2000;alpha2000;alphaRSquared2000;urbFromScratch2000;totalPop2015;maxPop2015;minPop2015;moran2015;avgDist2015;entropy2015;alpha2015;alphaRSquared2015;urbFromScratch2015;width;height;water;areaid
8063204.51972259;24050.6796875;0;0.574079379493138;0.612816557016452;0.777022878939539;-1.79723446550638;0.563396736890598;10145819.8541522;27243.625;0;0.58516027277631;0.662212703793115;0.795752271960274;-1.92566940894237;0.598497419888265;825;11528821.9590638;29072.7265625;0;0.584652466171687;0.692712687210401;0.80603416777574;-1.91380363793321;0.595382125917007;360;13646727.8643623;30720.69921875;0;0.569675033740451;0.735690517045835;0.815873026773361;-1.85707957054335;0.590260478186821;276;112;97;0.262242268041237;21
4994831.99416864;27404.89453125;0;0.522804223462703;0.389413668718531;0.758502760161851;-1.79054365504952;0.618791580747974;7968270.30822907;32455.025390625;0;0.547750508750407;0.400135771120461;0.773689032539442;-1.88430360824331;0.599896277488329;129;10125037.9019624;39644.36328125;0;0.554261070628498;0.402565438017514;0.778627982059811;-1.89933848045023;0.620277033145185;79;13587860.3325565;50281.80859375;0;0.567260358182898;0.407855425043751;0.784991129109703;-1.94705613862527;0.624427179657507;110;65;47;0.204582651391162;22
28501212.2815026;3489988;0;0.0977187149059742;0.153158558929586;0.421229724133559;-2.45561692550361;0.910268508561944;20882819.7494624;1136162.375;0;0.193947709848682;0.382953348185261;0.657890620147131;-2.22705688441923;0.73634395738011;858;13333651.1057462;139401.171875;0;0.371848563646195;0.538788956767205;0.801751034840914;-1.98143270458721;0.651534692613946;286;14032451.9240905;26890.779296875;0;0.524614077044486;0.553326503205471;0.810830408878349;-1.9643947373005;0.669474669236696;328;107;71;0.046334079241806;23
4620568.33401249;41327.33203125;0;0.413428019262788;0.411240541520147;0.735323972452944;-1.8325034395457;0.699012399827338;7149837.32159317;39454.46875;0;0.48133877652287;0.431115260065048;0.769407796418447;-1.96869270698034;0.719739917909716;1068;9318034.65717203;51042.3046875;0;0.496252129440817;0.431840998002585;0.785952733418466;-1.9562431133037;0.692413673646736;370;13972775.3890703;76000.859375;0;0.500262953690587;0.436478124290894;0.800113925300049;-2.00498042284535;0.701894056000688;900;100;83;0.200481927710843;24
2506500.23022648;32695;0;0.225718543357253;0.734314817068234;0.726252990318688;-1.6605504945444;0.701359182676463;5489441.16417964;23173.97265625;0;0.443332527651791;0.703797080476474;0.78949385206556;-1.7116060866865;0.723612863698337;1355;8291934.1515918;36235.234375;0;0.488065020450153;0.68026764635518;0.801829587675037;-1.77835929626736;0.724459121938317;578;13730057.1007281;60846.37890625;0;0.517032412157757;0.669478936774549;0.815036997232772;-1.82881854166957;0.740787739578698;946;74;97;0.048202842017275;25
2602022.00891288;52002.0546875;0;0.335242318425918;0.482926764183803;0.675893442162922;-2.24796995703179;0.762541783988064;4866252.17784399;54347.3828125;0;0.449989521199266;0.447076868742383;0.724510207412184;-2.18162300915015;0.802358933504327;692;7203229.63932921;44766.390625;0;0.495502931138403;0.438977429740718;0.751275542316816;-2.11533551986435;0.802332925677938;402;12079520.1540799;46619.3046875;0;0.538756076207107;0.432632799543907;0.781274403385072;-2.11411184643841;0.790234286139041;477;56;65;0.0653846153846154;26
6810943.28035531;34525.20703125;0;0.255860524026956;0.812929101269986;0.835872467289737;-1.46740642066407;0.610714851945864;9857036.45941436;47520.3125;0;0.281126825977128;0.814366445086499;0.845636781171338;-1.45933273916692;0.588322021055888;850;11621821.7485075;56701.32421875;0;0.286238470477893;0.81375478023149;0.848364411173639;-1.49404053271789;0.59395540705496;273;13640899.4046864;68044.4140625;0;0.291190899589484;0.813766746113139;0.851825249668801;-1.55969059896602;0.602761742647402;478;112;103;0.130981276005548;27
4910599.87038535;73894.875;0;0.221112267437536;0.646571114704296;0.675878840901892;-1.68147646466094;0.781544071934856;7764176.77881258;76686.4765625;0;0.312205717669672;0.638484696729257;0.738871305560883;-1.79938859156873;0.794932094475504;1403;10225413.2540669;69858.046875;0;0.34719240161659;0.639960329570019;0.768985189712639;-1.84365326980985;0.787623437275385;921;14384740.8227039;56699.54296875;0;0.405826205167628;0.651136305971302;0.808588262861076;-1.83181775731175;0.795318539809388;1927;102;93;0.0406915454353785;28
4440809.77829894;69047.46875;0;0.274050324344506;0.994597547877119;0.697949992556797;-1.99682996538654;0.796579900092305;6537668.02843656;61109.8515625;0;0.432669571093737;0.921762489010058;0.750148729060593;-1.94320457046369;0.745848205232922;226;8124308.18844854;66305.0546875;0;0.445100247504708;0.91376037067978;0.774174895452254;-1.95310147448324;0.741333806895514;368;10718162.915786;52083.6796875;0;0.470333338033668;0.912883491258756;0.814112186115494;-1.91455191705758;0.736122213505662;812;47;97;0.181180083351612;29
7140166.99751453;28084.115234375;0;0.4102878751779;0.52112499739656;0.806663554217491;-2.19175648097638;0.68270404682959;9706185.5630348;38200.9609375;0;0.408492413992147;0.525797582526827;0.808401816686775;-2.18921121543873;0.680841301701017;222;11046336.0389339;43418.6953125;0;0.406758393467128;0.529376245180416;0.809398934712681;-2.20579396375509;0.681261085067643;56;12286831.6414402;48336.8515625;0;0.403559145148084;0.535794639606973;0.810838252466731;-2.18773098785994;0.681809749970907;88;86;83;0.25007004763239;30
8844793.68606749;41820.3515625;0;0.533165741597432;0.657349387907601;0.836647468685482;-1.86856280914673;0.699902130064602;9720826.73385241;43751.18359375;0;0.548222257610555;0.651491595847594;0.841553226103454;-1.94758040453843;0.722649453083566;773;10232708.513721;44352.1875;0;0.555642059343651;0.648457777902886;0.844273191761632;-1.95220738450998;0.734409159741585;381;11158011.6212901;45213;0;0.559914261707286;0.646622795315556;0.846386830574965;-1.93570383184479;0.742371128353152;263;89;79;0.0472194566917935;31
10240115.5679821;19560;0;0.405522030021366;0.782295102877966;0.879891408354609;-1.71074409616716;0.652400467711533;10973088.8754095;18019;0;0.428323634124959;0.767654573714724;0.87905896132718;-1.8503873688501;0.699404921562539;1109;11718718.3156092;19948;0;0.441172246722909;0.757298067031622;0.877213055708663;-1.88418013846136;0.710812529986647;194;13593170.272919;25487;0;0.457508282662187;0.740927919495622;0.873805026824747;-1.92940002981311;0.728626726138024;331;114;79;0.0439706862091939;32
5177715.84439132;90141.8828125;0;0.129714320964785;0.770727597300146;0.791033067182685;-1.61211195228378;0.781408365227699;8298573.49202392;62310.8671875;0;0.241328029195904;0.747965287192258;0.822493583402531;-1.63779029146816;0.714508982689979;1168;10650944.4556242;82190.921875;0;0.26610197200036;0.741151648031129;0.829775498493243;-1.65327392465076;0.708948976864601;326;14300732.4161346;113992.3984375;0;0.305765801198532;0.731565580007951;0.842404483060494;-1.66143288673878;0.688512030387856;689;96;81;0.0450102880658436;33
1182263.99410538;21744.91796875;0;0.378564295502533;0.42587371228041;0.668633411133493;-2.0743620138054;0.770129769535757;2104639.55779826;26510.35546875;0;0.396283703877397;0.464533001109321;0.689702018366169;-2.05601455473261;0.720075926852996;0;2870587.99129423;27159.36328125;0;0.40264206268787;0.493375501797488;0.704006007555214;-1.98375135213359;0.698755856210043;31;4274501.90134498;35524.26953125;0;0.40118453731193;0.535703838937958;0.724554289857618;-1.86587507545289;0.655665531436825;59;68;81;0.349854756717502;34
5288065.78451368;48916.34375;0;0.412321521361088;0.501203928678401;0.750475965235564;-1.82077541150781;0.701662683566918;7171165.60412371;35339.62890625;0;0.471000877599334;0.515494882031389;0.772238429505704;-1.78417450049545;0.688541917216739;221;8140259.87307376;40510.00390625;0;0.470252448236558;0.527705730180883;0.777157431949501;-1.72557922174184;0.6830334720536;16;9239047.11046498;46493.12890625;0;0.46673442638337;0.544555118423915;0.783478148336166;-1.74596856797597;0.675078147283301;114;84;61;0.226385636221702;35
9376956.9398591;82172.390625;0;0.0710850335911294;0.891105356367903;0.733241444813588;-1.72825235521241;0.765064096895531;15075766.3272193;47474.63671875;0;0.188281841794622;0.898171319082894;0.838280883194032;-1.48525170613285;0.73715978842527;6878;19037052.0767317;63746.65625;0;0.236974845872071;0.900349548707495;0.855538560749672;-1.48986243459591;0.716952785695035;1016;25160249.071611;76956.96875;0;0.288234601329642;0.907365638544279;0.878221530412501;-1.43421210559494;0.675496112171522;1274;166;121;0.0463009061037539;36
3082771.22829211;12267.5634765625;0;0.544927137317751;0.699628344059093;0.779375164922129;-2.18617346390574;0.697557502509337;5133560.52194425;20035.68359375;0;0.546937002200725;0.700437181986772;0.78404787895682;-2.11822518844816;0.689850456080511;0;6584597.66341176;24902.447265625;0;0.549788656500832;0.703666562615487;0.791446936955051;-2.09737627113637;0.704552262863141;114;8587430.82328583;25592.06640625;0;0.574132149274743;0.718390225742958;0.811610222162662;-2.11869006674787;0.705891974590058;289;40;63;0.0801587301587302;37
7790857.41042459;123870.2734375;0;0.144106239428102;0.861339423146886;0.668834157452809;-1.54650142980852;0.748483798180619;10870529.2440745;76436.4453125;0;0.356153778526349;0.803237366154553;0.825529654804635;-1.47952015185338;0.704020989000762;4112;12135673.8682017;71146.234375;0;0.386682676585901;0.785102901395202;0.835824214365428;-1.49990507450964;0.68535408392256;346;13828938.0364349;44397.01171875;0;0.44653344567543;0.778627168748317;0.856713764068413;-1.49595064528661;0.649036118684084;703;62;189;0.128861580474484;38
4434015.82092768;87012.2265625;0;0.252451676251535;0.770796464685523;0.714821289628771;-1.76839191939425;0.735856739682311;6396722.22636856;36451.76171875;0;0.391584114803635;0.802413493336615;0.804037969088506;-1.68264933201691;0.7060229328904;965;7771036.73876174;36997.21875;0;0.408722823128201;0.809673228738019;0.815628746280327;-1.72358708233981;0.692470451284619;159;9753026.87321359;28178.810546875;0;0.428980161513799;0.819131778828809;0.831757638626199;-1.7266064350539;0.687056017190095;265;68;63;0.0602240896358543;39
4230523.36689281;182093.796875;0;0.164067855776032;0.495861047965045;0.653227928423799;-1.84975984691285;0.800714954574082;5806851.63835517;56127.6171875;0;0.42864715052735;0.579693291170763;0.767332933094517;-1.88964233650782;0.785437404591591;1173;7075218.3233027;43977.96875;0;0.468127737114657;0.626087304467627;0.800480919237854;-1.86154176050043;0.758417796090311;397;9313563.41338963;43128.07421875;0;0.492756374901967;0.686767663506383;0.84121404194177;-1.75480182008817;0.72685985096083;543;64;63;0.0620039682539683;40
16287435.7495447;11628.8447265625;0;0.424790990314177;0.913565081049257;0.843121723522367;-1.55108283654305;0.614882081163153;18312221.9718482;12958.1259765625;0;0.450704652674727;0.915670735828133;0.851316213005418;-1.54462071023283;0.608148847248269;1021;19019110.8157462;13250.93359375;0;0.45463665789877;0.917294038241314;0.853256111354143;-1.56613779663426;0.609606715599056;388;19412014.6368041;13364.3427734375;0;0.457052168803392;0.91986837872732;0.853688319784801;-1.57565526899698;0.616008361186021;255;161;147;0.104702750665484;41
4780550.87752146;43566.09765625;0;0.157838971582774;0.733036184324096;0.769186684634961;-1.61333315651937;0.750461913220525;7799555.30938872;70079.6875;0;0.259601924127421;0.722258399395016;0.836000273758603;-1.52002060338035;0.726458807368317;3126;9978620.70565214;92077.5390625;0;0.280956689936477;0.712570351293027;0.846270721208476;-1.52496668624921;0.715309625534427;637;13274850.0684545;127580.0078125;0;0.303373003887557;0.698553665558196;0.85719979748036;-1.52672636523611;0.69236337227637;552;124;95;0.128183361629881;42
3786963.08722832;44695.28515625;0;0.199818036359294;0.753199618435511;0.717305198141717;-2.1582516050364;0.734126559009232;5677645.0884515;69594.78125;0;0.269925276567783;0.735699179754926;0.754916565728476;-1.97620643654353;0.750818401568;771;6920827.10527176;85346.453125;0;0.291382959890603;0.730995952982972;0.768572682957485;-1.97702552487535;0.759544392673193;353;8562438.23616873;106312.78125;0;0.306187968466939;0.72677565785866;0.782075695608876;-1.98478239245671;0.766519182062729;499;78;57;0.0598290598290598;43
2674756.86619422;16776.703125;0;0.446041575144784;0.437704335247279;0.74969467792465;-2.00700246276174;0.713197703436845;3802192.2259313;19954.587890625;0;0.432182743330358;0.472586581695884;0.763976533914125;-1.9131146833295;0.683615608410933;0;5102841.18334718;31524.466796875;0;0.424953380465503;0.490846765551479;0.777616829652636;-1.94523247148792;0.668401839116066;186;7515768.18117206;52256.375;0;0.402270224653832;0.501086133165639;0.785829077739437;-1.96699653718728;0.669121851738942;177;60;65;0.244102564102564;44
1829.2177029562;25.068078994751;0;0.428917162660223;0.299737724300551;0.681734872027522;-0.582972083185662;0.761507779997211;60092.4619722581;575.970886230469;0;0.501526170208167;0.305426690887112;0.70486979921151;-1.36166146656893;0.587190442919737;139;512165.911501409;2835.03173828125;0;0.541360893001517;0.335491042476721;0.732724317872762;-1.83826572325514;0.666928086927509;326;7398277.13659103;29682.751953125;0;0.585854724575886;0.376660597056947;0.770692153567344;-1.9573922098977;0.654630449797107;402;64;62;0.315524193548387;45
7938899.1359509;22950;0;0.477205851913023;0.715833305719754;0.836286555361732;-2.0943559197252;0.74641409129717;8442391.78893458;22777;0;0.468900440704034;0.747729762353655;0.846172159499354;-2.03181431994023;0.732947299026019;672;8906572.43180639;22717;0;0.460194325755847;0.771215595665835;0.852861309370005;-2.00921835682907;0.727335612615311;253;9351746.04220052;21260;0;0.440376688011661;0.810079230675764;0.862909150151668;-1.94778055226298;0.716387626230245;306;136;129;0.0299817601459188;46
2861014.15194567;23986.171875;0;0.549244472284559;0.40399481040359;0.765584970738775;-1.87123931679159;0.563026761835274;4276441.04054071;29721.2265625;0;0.564527156077973;0.406192207582556;0.773946236923005;-2.13281672056116;0.669748495186515;169;5427116.09927952;34478.9921875;0;0.571977831400003;0.425305683691719;0.784903544593333;-2.1790801660343;0.693674162928056;106;7113090.99862945;41579.62890625;0;0.578862512181982;0.445866910593535;0.800265989727073;-2.09058198389962;0.706529174954217;142;36;35;0.10952380952381;47
2342949.98016894;56210.62109375;0;0.34955218107191;0.426540912864705;0.679611714430453;-1.99021361051733;0.759390914743555;3926882.38528734;38941.33984375;0;0.400317364462955;0.459296144453003;0.733526066946002;-1.93764146493168;0.698974045575042;396;5255571.12808919;47289.046875;0;0.424829805643494;0.460930275407105;0.750690952812557;-1.96652237994768;0.721596952391477;238;7624105.64420351;57831.84765625;0;0.452471235241105;0.483015449474649;0.775897075809686;-1.9768154462088;0.74223467713067;449;54;65;0.0666666666666667;48
2274070.90228202;28396.140625;0;0.343376415801218;0.497496508734589;0.73709301077847;-1.89114302324714;0.735927740708574;4103122.85999279;48428.515625;0;0.40514851211585;0.501714777895722;0.773896714767761;-1.98009709630185;0.751789678318398;938;5606322.45804662;66179.6484375;0;0.417114869858472;0.500859114736483;0.780962541042687;-1.95567360027825;0.764624287076487;299;8265183.96951833;97534.953125;0;0.419395739935529;0.506578775767496;0.792205843963146;-1.92261697185559;0.748792342438473;402;65;53;0.067343976777939;49
2443338.96161713;10987.5;0;0.250338666737914;0.818333436185122;0.839267167322899;-1.85434795298107;0.698002119997904;4494436.53768232;21782;0;0.259359117198839;0.81049503638859;0.840955646436567;-2.0575966172465;0.728070958233312;879;6359544.79903107;32241;0;0.263666783818689;0.805631290057054;0.841030487166203;-2.14564619811538;0.732732808249116;211;9366373.77215022;50472.5;0;0.267826294381477;0.798877010188705;0.840422035318271;-2.21800673432861;0.739227656012222;256;84;85;0.0467787114845938;50
2306620.38819997;6656.26904296875;0;0.540427588869083;0.645764395482556;0.848792523288691;-1.59327168172031;0.649192177596765;3803856.4985516;9943.76953125;0;0.540963877619795;0.670020452085415;0.852785024912833;-1.59142249988701;0.63263418765773;0;5217898.01540636;12645.0341796875;0;0.539542482611199;0.690628622567131;0.858639945572079;-1.5998840449254;0.615911056056696;119;7371185.00568321;14908.4609375;0;0.547912094399152;0.715261950937244;0.865961962131845;-1.60934128973425;0.599162590746303;191;78;73;0.0976466455918511;51
4288622.04761345;27076.697265625;0;0.443436892827731;0.780062596398459;0.754282622679706;-2.08819122192825;0.701432346614128;4962911.02033403;19949.953125;0;0.473588096818586;0.803781327770027;0.786300598596585;-2.0834693686841;0.667919776652958;245;5555042.88022058;18135.4140625;0;0.472990853266367;0.812571508647942;0.803747353727545;-1.9659258858176;0.648549484348335;113;6718813.21694726;26832.0625;0;0.434529290118581;0.810581239148979;0.817494776771903;-1.90665600948199;0.674096772686168;255;53;63;0.0682839173405211;52
