moran;distanceMean;entropy;slope;rsquared;meanBetweenness;meanPathLength;meanEfficiency;diameter;nodes;totalLength;components
-1.9500750430410685E-4;0.9206573000045907;0.8031501942487572;-0.6657990590661562;0.41937204517647586;0.05877013039070054;0.32422293599104063;0.9291727419091301;1.1253396580574033;37.0;7.292206134667418;1.0
-5.395470786928333E-4;0.913316223427482;0.8081772436045405;-0.6542211490728216;0.43398931321764866;0.061141345656866596;0.28690932695940585;0.951720175982068;0.9404499693084427;34.0;6.214718670568558;1.0
5.631122816989107E-4;0.9335726480137043;0.7857849512972208;-0.7206167670977786;0.3878574485108557;0.11014799154334041;0.6829505981510693;0.8522301124927869;1.8753751919896484;22.0;6.812368896782626;1.0
6.550307505479967E-4;0.9125638770521011;0.7922803372868148;-0.6378846165202818;0.4974572425568838;0.056347988064644076;0.30180397471096443;0.9297325860217722;0.9586622336721912;41.0;7.1689480435715796;1.0
6.8752923272791E-4;0.9562698963164765;0.7965949040536301;-0.6693793333285837;0.379546961810881;0.07516455101081342;0.40214338500962243;0.9253918216639231;1.1012860456475853;28.0;7.0958713335219405;1.0
0.0010571796971216999;0.9388945480038862;0.8014037247854119;-0.6569323898956246;0.4456214830641458;0.07519499946575486;0.33098972284691325;0.9101157608156689;0.9726937186750073;29.0;5.310939608871778;1.0
0.0012396519996113547;0.930529054616861;0.7980425195901875;-0.6533759275568125;0.41398233476420654;0.11635944700460832;0.32670287365774153;0.9065994474505337;0.9955790360985112;16.0;3.70529241892538;1.0
4.218694417345859E-4;0.9027059319725739;0.7977533275399504;-0.673452210199398;0.43863601640561267;0.07370904325032766;0.5135273073523439;0.879074010431773;1.486814011774386;29.0;8.46635484618013;1.0
-6.717653061869772E-4;0.9371750004581189;0.8094361090874641;-0.6841536048939298;0.4141645987088565;0.09390454284071303;0.34091221259252524;0.9165316275604329;1.3031881790409652;23.0;4.853043189611221;1.0
7.655173873531334E-4;0.9317609442365937;0.7985786408463684;-0.6823954879958377;0.4222500046372272;0.09241526067791457;0.3444073822014238;0.9430464663076052;1.1304114650371384;21.0;5.195331856959396;1.0
1.8832776577075452E-4;0.9383342491023223;0.7916743627090114;-0.6618671272098543;0.438095029968003;0.09883315917798675;0.4056228928297817;0.92807550360038;1.1260447602987758;20.0;5.765508881700569;1.0
3.203349934943737E-4;0.9263706536733629;0.8028423724023581;-0.6687152438192456;0.41990546823627406;0.09973883845292872;0.4570153599148402;0.9033262086048797;1.4237471093565433;23.0;5.642886799967931;1.0
1.933946098268689E-4;0.9272627606730314;0.7923132190232518;-0.6383959000080799;0.4088632564080809;0.10509554140127393;0.39223055933278506;0.8859126692014336;0.9873787086545862;19.0;5.159470004660918;1.0
-0.0010124177699350782;0.9266051190030039;0.7996360525144224;-0.6751921683848763;0.42632472981764236;0.095260347129506;0.3393034259969331;0.8702709908319043;1.1047726827760562;22.0;5.668263975368861;1.0
-0.0010232703665415256;0.9051623151096975;0.795886583594714;-0.6291594676452125;0.43428876524014415;0.08099415204678362;0.43382195693116027;0.899878478528549;1.1821938098134566;24.0;7.054946909552372;1.0
-3.059467488321557E-4;0.922464881337498;0.792346904025386;-0.6434349186507653;0.43421690251814704;0.08333333333333333;0.27664200733149935;0.9384165947284966;1.0480186745925006;24.0;4.869018859325691;1.0
-0.0013919540756795992;0.9207617241795427;0.7948822451746528;-0.6846392289811664;0.40242170856860904;0.10171919770773641;0.30250270727381784;0.9118708642862804;1.1138785184847961;20.0;4.6284084770958165;1.0
3.599888744541941E-4;0.9222430592331949;0.7948934149351283;-0.7008156833113643;0.41693208413962923;0.09457981880662293;0.2429027071607401;0.9134834304785727;0.7395967052696406;21.0;3.9777031246856906;1.0
-1.2184211414173799E-4;0.9239844829488247;0.8019665670424132;-0.6361754118552787;0.4348384981466065;0.20015698587127156;0.422321295262597;0.8740646253839894;1.011967316900674;11.0;2.7427432009950703;1.0
-7.000451322462881E-4;0.9178757040477769;0.8015155468404566;-0.6137043440179624;0.3964036422421049;0.09759836484414922;0.42544826490654036;0.8754956950430216;1.3181414773805378;24.0;5.789349557268498;1.0
-9.851335292142469E-4;0.9019017736951054;0.7951509361260843;-0.7005768223316805;0.40160599004494163;0.05958769033204916;0.4044485915418902;0.9228858529984371;1.0156440019894746;37.0;9.31977204608972;1.0
0.0016186652144303943;0.9190435930198315;0.7886048487220962;-0.73441035331961;0.3747282311636966;0.07346027268453224;0.3188077302252801;0.9187276378575017;0.9876879158558824;28.0;5.677759202365905;1.0
