lon;lat;height;width;area;avgBlockArea;avgComponentArea;avgDetour;avgDistance;components;density;fullClosingSteps;fullDilationSteps;fullErosionSteps;fullOpeningSteps;moran
10.04951997544713;52.44668969375856;50.0;50.0;0.0;0.0;195.0;NaN;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
28.831283424881807;45.18298690409229;50.0;50.0;0.0;0.0;195.0;NaN;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
-2.6062753126772935;53.215740891837136;50.0;50.0;0.0;0.0;195.0;NaN;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
19.455578537433976;47.31545957729938;50.0;50.0;20.0;7.0;169.0;2.6146082919894384;0.1148244893728042;7.0;0.008;0.0;77.0;2.0;0.0;0.047573377982477724
24.94134384390849;42.01338561136298;50.0;50.0;8.0;6.0;179.0;2.207461860613994;0.052901221057961405;4.0;0.0032;0.0;72.0;1.0;0.0;0.03000018997286227
12.520711070321775;50.8386717460925;50.0;50.0;135.0;15.0;143.0;4.890171682919179;0.4120274563216349;29.0;0.054;0.0;49.0;4.0;0.0;0.1199131417784908
-0.04215419288102544;48.75395515162012;50.0;50.0;173.0;39.0;143.0;8.626944506271371;0.2755183200664406;16.0;0.0692;0.0;65.0;6.0;0.0;0.20213110807947626
6.254464200179475;51.5407959967101;50.0;50.0;217.0;21.0;132.0;4.425859958980182;0.9474225438367598;34.0;0.0868;0.0;36.0;5.0;0.0;0.15389608019431988
7.449894322323348;44.33117652517549;50.0;50.0;55.0;11.0;182.0;3.3971296884927695;0.22429600427607493;15.0;0.022;0.0;77.0;2.0;0.0;0.08770171754737154
13.748908251388361;45.5670415406142;50.0;50.0;20.0;7.0;166.0;2.3995838476812765;0.11118728924163696;8.0;0.008;0.0;66.0;2.0;0.0;0.05023386624923024
9.35146285392441;51.94567519654434;50.0;50.0;9.0;9.0;183.0;2.4683456147413656;0.051518543258346865;3.0;0.0036;0.0;78.0;2.0;0.0;0.03507823319590852
3.148780806792164;41.86747179943108;50.0;50.0;0.0;0.0;195.0;NaN;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
12.391958775332311;44.148162185291184;50.0;50.0;21.0;8.0;166.0;1.8083357304764027;0.3984620907498357;7.0;0.0084;0.0;48.0;2.0;0.0;0.03421868747303759
9.441636473980036;51.82712337437261;50.0;50.0;174.0;13.0;96.0;3.4451186329929655;0.6771667743074602;41.0;0.0696;0.0;30.0;4.0;0.0;0.08593997920971294
19.391233976015013;48.522316713141876;50.0;50.0;0.0;0.0;195.0;NaN;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
18.605802179088354;52.216365151443355;50.0;50.0;204.0;8.0;78.0;1.5194751854698525;0.7546771895174302;71.0;0.0816;0.0;35.0;2.0;0.0;0.06793699236247087
10.304471976016643;55.4093063467663;50.0;50.0;496.0;13.0;48.0;9.589926678903394;0.6161977436038344;121.0;0.1984;0.0;32.0;3.0;0.0;0.14527483385786868
12.178537327304776;55.763404809449554;50.0;50.0;467.0;13.0;55.0;9.876812839725286;0.7327218819261977;111.0;0.1868;0.0;40.0;4.0;0.0;0.1811248972396123
11.075163631709504;49.28516803549823;50.0;50.0;1.0;0.0;191.0;NaN;0.0;0.0;4.0E-4;0.0;78.0;1.0;0.0;-2.681795259803123E-4
7.895387767712388;47.92429950348253;50.0;50.0;0.0;0.0;195.0;NaN;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
-0.02109280835913463;53.35970473253124;50.0;50.0;0.0;0.0;195.0;NaN;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
-8.397380496325836;40.57052114192544;50.0;50.0;0.0;0.0;195.0;NaN;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
14.597332535168302;50.96677538401828;50.0;50.0;159.0;8.0;94.0;3.2400866359293143;0.7188843300249178;55.0;0.0636;0.0;40.0;3.0;0.0;0.06613067963478854
5.189271453853744;51.28628092545751;50.0;50.0;105.0;10.0;117.0;2.96199031773273;0.7042798850879685;31.0;0.042;0.0;42.0;3.0;0.0;0.06628857708162068
21.483460910782203;66.8998174622453;50.0;50.0;0.0;0.0;195.0;NaN;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
10.192911306270988;45.87910891233604;50.0;50.0;0.0;0.0;195.0;NaN;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
-2.719942053718599;53.79570798454867;50.0;50.0;987.0;10.0;15.0;11.942664857465372;0.9025384446876091;307.0;0.3948;0.0;7.0;3.0;0.0;0.025636202402413048
11.40528036498691;48.092501474710865;50.0;50.0;1120.0;11.0;15.0;13.580791638336816;0.9295426617044532;304.0;0.448;0.0;7.0;5.0;0.0;0.05469175796675944
-3.7882929717248532;40.24424492392674;50.0;50.0;0.0;0.0;195.0;NaN;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
8.628231891711009;51.804789778775294;50.0;50.0;21.0;6.0;163.0;2.0404113740634324;0.146442542279877;9.0;0.0084;0.0;65.0;2.0;0.0;0.043788543604044605
7.8390646708680665;51.058226679687195;50.0;50.0;0.0;0.0;195.0;NaN;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
2.4194087968891758;48.56808923609985;50.0;50.0;13.0;10.0;179.0;2.8672915173754796;0.0656931357956497;4.0;0.0052;0.0;55.0;2.0;0.0;0.04285409176878939
14.543591061770917;50.96061244772488;50.0;50.0;122.0;7.0;101.0;2.425710901435087;0.7810737429330997;45.0;0.0488;0.0;29.0;3.0;0.0;0.05443902125455401
