lon;lat;height;width;area;avgBlockArea;avgComponentArea;avgDetour;avgDistance;components;density;fullClosingSteps;fullDilationSteps;fullErosionSteps;fullOpeningSteps;moran
-1.590189501485023;51.76732648825884;50.0;50.0;0.0;0.0;195.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0
3.0692570380944852;50.78372043761798;50.0;50.0;410.0;36.0;89.0;10.569033152264458;0.4784803857370825;41.0;0.164;2.0;42.0;8.0;2.0;0.22199829179202807
10.247718211636766;48.98414383111902;50.0;50.0;0.0;0.0;195.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0
3.1838167217801927;51.35511655459679;50.0;50.0;521.0;43.0;87.0;9.765062908489895;0.593162501905555;45.0;0.2084;2.0;41.0;8.0;2.0;0.23699655593962954
9.054447237564107;56.124505003684206;50.0;50.0;0.0;0.0;195.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0
-4.026923295521392;50.387289603568604;50.0;50.0;22.0;12.0;172.0;3.5077742304286534;0.08634091532756077;6.0;0.0088;1.0;73.0;2.0;2.0;0.06468199170941866
27.29036479190261;44.07163988987085;50.0;50.0;0.0;0.0;195.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0
12.489332450968787;45.79446456327015;50.0;50.0;262.0;9.0;80.0;2.958920304991779;1.089130941371224;80.0;0.1048;2.0;21.0;3.0;2.0;0.07496096186051951
8.834517801274542;45.56909936414086;50.0;50.0;0.0;0.0;195.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0
-1.8270870798330332;53.90729892936627;50.0;50.0;0.0;0.0;195.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0
8.826158031738737;51.932363021927564;50.0;50.0;21.0;9.0;169.0;2.93730887245598;0.09607778092230346;7.0;0.0084;2.0;65.0;2.0;2.0;0.055031953632810056
24.953561356674903;37.42198321351437;50.0;50.0;63.0;7.0;125.0;1.5152660982059996;0.581923819619297;25.0;0.0252;2.0;54.0;2.0;2.0;0.03967532253690276
6.482587463296114;52.74401310497635;50.0;50.0;0.0;0.0;195.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0
3.132428263394853;51.064339994650396;50.0;50.0;0.0;0.0;195.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0
12.726440686429532;50.26115325706802;50.0;50.0;0.0;0.0;195.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0
12.534080728904668;59.46527433187503;50.0;50.0;0.0;0.0;195.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0
-3.973654049321095;38.3627996016403;50.0;50.0;0.0;0.0;195.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0
13.844278247220334;51.66339608716825;50.0;50.0;0.0;0.0;195.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0
0.7857001992650439;41.76135474926667;50.0;50.0;0.0;0.0;195.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0
7.035267757294016;52.24057734354831;50.0;50.0;862.0;13.0;27.0;12.39903891702404;0.8154787215508973;211.0;0.3448;2.0;26.0;4.0;2.0;0.1628381710043388
0.1545387115297855;51.78433510549214;50.0;50.0;429.0;11.0;60.0;7.896123834743979;0.7393575236510475;114.0;0.1716;2.0;31.0;2.0;2.0;0.10922770454097096
-3.8445084143432595;55.99106689768116;50.0;50.0;0.0;0.0;195.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0
12.065996350445065;55.823587447879945;50.0;50.0;1009.0;14.0;20.0;5.3483397566651725;0.8025011244777035;231.0;0.4036;2.0;21.0;3.0;2.0;0.10659542540893559
8.66668680125631;49.59670300039158;50.0;50.0;0.0;0.0;195.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0
